,A_i-1,A_i,evalA_i-1,evalA_i,B_i-1,B_i,evalB_i-1,evalB_i,C_i-1,C_i,evalC_i-1,evalC_i
7667,?,?,?,?,?,?,1,0,?,?,?,?
7668,?,?,?,?,?,?,0,1,?,?,?,?
7669,?,?,?,?,?,?,1,0,?,?,?,?
7670,?,?,?,?,?,?,0,1,?,?,?,?
7671,?,?,?,?,?,?,1,1,?,?,?,?
7672,?,?,?,?,?,?,1,0,?,?,?,?
7673,?,?,?,?,?,?,0,1,?,?,?,?
7674,?,?,?,?,?,?,1,0,?,?,?,?
7675,?,?,?,?,?,?,0,1,?,?,?,?
7676,?,?,?,?,?,?,1,1,?,?,?,?
7677,?,?,?,?,?,?,1,1,?,?,?,?
7678,?,?,?,?,?,?,1,1,?,?,?,?
7679,?,?,?,?,?,?,1,1,?,?,?,?
7680,?,?,?,?,?,?,1,1,?,?,?,?
7681,?,?,?,?,?,?,1,0,?,?,?,?
7682,?,?,?,?,?,?,0,1,?,?,?,?
7683,?,?,?,?,?,?,?,?,?,?,1,0
7684,?,?,?,?,?,?,?,?,?,?,0,0
7685,?,?,?,?,?,?,?,?,?,?,0,0
7686,?,?,?,?,?,?,?,?,?,?,0,0
7687,?,?,?,?,?,?,?,0,?,?,0,?
7688,?,?,?,?,?,?,0,0,?,?,?,?
7689,?,?,?,?,?,?,0,1,?,?,?,?
7690,?,?,?,?,?,?,1,1,?,?,?,?
7691,?,?,?,?,?,?,1,0,?,?,?,?
7692,?,?,1,1,?,?,?,?,?,?,?,?
7693,?,?,1,0,?,?,?,?,?,?,?,?
7694,?,?,0,1,?,?,?,?,?,?,?,?
7695,?,?,1,1,?,?,?,?,?,?,?,?
7696,?,?,1,?,?,?,?,?,?,?,?,1
7697,?,?,?,?,?,?,?,?,?,?,1,0
7698,?,?,?,?,?,?,?,?,?,?,0,0
7699,?,?,?,?,?,?,?,?,?,?,0,1
7700,?,?,?,?,?,?,?,?,?,?,1,0
7701,?,?,?,?,?,?,?,0,?,?,0,?
7702,?,?,?,?,?,?,0,0,?,?,?,?
7703,?,?,?,?,?,?,0,1,?,?,?,?
7704,?,?,?,?,?,?,1,0,?,?,?,?
7705,?,?,?,?,?,?,0,0,?,?,?,?
7706,?,?,?,?,?,?,0,1,?,?,?,?
7707,?,?,?,?,?,?,1,1,?,?,?,?
7708,?,?,?,?,?,?,1,1,?,?,?,?
7709,?,?,?,?,?,?,1,0,?,?,?,?
7710,?,?,?,?,?,?,0,1,?,?,?,?
7711,?,?,?,?,?,?,0,1,?,?,?,?
7712,?,?,?,?,?,?,1,1,?,?,?,?
7713,?,?,?,?,?,?,1,0,?,?,?,?
7714,?,?,?,?,?,?,0,0,?,?,?,?
7715,?,?,0,1,?,?,?,?,?,?,?,?
7716,?,?,1,1,?,?,?,?,?,?,?,?
7717,?,?,1,1,?,?,?,?,?,?,?,?
7718,?,?,1,1,?,?,?,?,?,?,?,?
7719,?,?,1,?,?,?,?,?,?,?,?,1
7720,?,?,?,?,?,?,?,?,?,?,1,1
7721,?,?,?,?,?,?,?,?,?,?,1,1
7722,?,?,?,?,?,?,?,?,?,?,1,0
7723,?,?,?,?,?,?,?,?,?,?,0,0
7724,?,?,?,?,?,?,?,?,?,?,1,0
7725,?,?,?,?,?,?,?,?,?,?,0,0
7726,?,?,?,?,?,?,?,?,?,?,0,1
7727,?,?,?,?,?,?,?,?,?,?,1,0
7728,?,?,?,?,?,?,?,?,?,?,0,1
7729,?,?,?,?,?,?,?,?,?,?,1,0
7730,?,?,?,?,?,?,?,?,?,?,0,0
7731,?,?,?,?,?,?,?,?,?,?,0,1
7732,?,?,?,?,?,?,?,?,?,?,1,1
7733,?,?,?,?,?,?,?,1,?,?,1,?
7734,?,?,?,?,?,?,1,0,?,?,?,?
7735,?,?,?,?,?,?,0,1,?,?,?,?
7736,?,?,?,?,?,?,1,0,?,?,?,?
7737,?,?,?,?,?,?,0,1,?,?,?,?
7738,?,?,?,?,?,?,1,?,?,?,?,1
7739,?,?,?,?,?,?,?,?,?,?,1,0
7740,?,?,?,?,?,?,?,?,?,?,0,0
7741,?,?,?,?,?,?,?,?,?,?,0,0
7742,?,?,?,?,?,?,?,?,?,?,0,0
7743,?,?,?,1,?,?,?,?,?,?,0,?
7744,?,?,1,1,?,?,?,?,?,?,?,?
7745,?,?,1,1,?,?,?,?,?,?,?,?
7746,?,?,1,1,?,?,?,?,?,?,?,?
7747,?,?,1,1,?,?,?,?,?,?,?,?
7748,?,?,?,?,?,?,?,?,?,?,0,1
7749,?,?,?,?,?,?,?,?,?,?,1,1
7750,?,?,?,?,?,?,?,?,?,?,1,1
7751,?,?,?,?,?,?,?,?,?,?,1,1
7752,?,?,?,0,?,?,?,?,?,?,1,?
7753,?,?,0,1,?,?,?,?,?,?,?,?
7754,?,?,1,1,?,?,?,?,?,?,?,?
7755,?,?,1,1,?,?,?,?,?,?,?,?
7756,?,?,1,1,?,?,?,?,?,?,?,?
7757,?,?,1,?,?,?,?,1,?,?,?,?
7758,?,?,?,?,?,?,1,1,?,?,?,?
7759,?,?,?,?,?,?,1,1,?,?,?,?
7760,?,?,?,?,?,?,1,1,?,?,?,?
7761,?,?,?,?,?,?,1,1,?,?,?,?
7762,?,?,?,?,?,?,?,?,?,?,0,0
7763,?,?,?,?,?,?,?,?,?,?,0,0
7764,?,?,?,?,?,?,?,?,?,?,0,0
7765,?,?,?,?,?,?,?,?,?,?,0,0
7766,?,?,?,0,?,?,?,?,?,?,0,?
7767,?,?,0,0,?,?,?,?,?,?,?,?
7768,?,?,0,1,?,?,?,?,?,?,?,?
7769,?,?,1,1,?,?,?,?,?,?,?,?
7770,?,?,1,0,?,?,?,?,?,?,?,?
7771,?,?,0,?,?,?,?,?,?,?,?,0
7772,?,?,?,?,?,?,?,?,?,?,0,0
7773,?,?,?,?,?,?,?,?,?,?,0,1
7774,?,?,?,?,?,?,?,?,?,?,1,0
7775,?,?,?,?,?,?,?,?,?,?,0,0
7776,?,?,?,?,?,?,?,?,?,?,0,0
7777,?,?,?,?,?,?,?,?,?,?,0,1
7778,?,?,?,?,?,?,?,?,?,?,1,0
7779,?,?,?,?,?,?,?,?,?,?,0,0
7780,?,?,?,1,?,?,?,?,?,?,0,?
7781,?,?,1,1,?,?,?,?,?,?,?,?
7782,?,?,1,1,?,?,?,?,?,?,?,?
7783,?,?,1,1,?,?,?,?,?,?,?,?
7784,?,?,1,1,?,?,?,?,?,?,?,?
7785,?,?,?,?,?,?,1,1,?,?,?,?
7786,?,?,?,?,?,?,1,1,?,?,?,?
7787,?,?,?,?,?,?,1,1,?,?,?,?
7788,?,?,?,?,?,?,1,1,?,?,?,?
7789,?,?,?,?,?,?,1,?,?,?,?,0
7790,?,?,?,?,?,?,?,?,?,?,0,0
7791,?,?,?,?,?,?,?,?,?,?,0,0
7792,?,?,?,?,?,?,?,?,?,?,0,0
7793,?,?,?,?,?,?,?,?,?,?,0,1
7794,?,?,?,?,?,?,?,1,?,?,1,?
7795,?,?,?,?,?,?,1,1,?,?,?,?
7796,?,?,?,?,?,?,1,1,?,?,?,?
7797,?,?,?,?,?,?,1,1,?,?,?,?
7798,?,?,?,?,?,?,1,1,?,?,?,?
7799,?,?,?,?,?,?,1,1,?,?,?,?
7800,?,?,?,?,?,?,1,1,?,?,?,?
7801,?,?,?,?,?,?,1,1,?,?,?,?
7802,?,?,?,?,?,?,1,1,?,?,?,?
7803,?,?,?,?,?,?,1,1,?,?,?,?
7804,?,?,?,?,?,?,1,?,?,?,?,0
7805,?,?,?,?,?,?,?,?,?,?,0,1
7806,?,?,?,?,?,?,?,?,?,?,1,0
7807,?,?,?,?,?,?,?,?,?,?,0,0
7808,?,?,?,?,?,?,?,?,?,?,0,1
7809,?,?,1,0,?,?,?,?,?,?,?,?
7810,?,?,0,1,?,?,?,?,?,?,?,?
7811,?,?,1,1,?,?,?,?,?,?,?,?
7812,?,?,1,0,?,?,?,?,?,?,?,?
7813,?,?,0,?,?,?,?,?,?,?,?,0
7814,?,?,?,?,?,?,?,?,?,?,0,1
7815,?,?,?,?,?,?,?,?,?,?,1,0
7816,?,?,?,?,?,?,?,?,?,?,0,0
7817,?,?,?,?,?,?,?,?,?,?,0,1
7818,?,?,?,?,?,?,?,0,?,?,1,?
7819,?,?,?,?,?,?,0,1,?,?,?,?
7820,?,?,?,?,?,?,1,1,?,?,?,?
7821,?,?,?,?,?,?,1,1,?,?,?,?
7822,?,?,?,?,?,?,1,1,?,?,?,?
7823,?,?,?,?,?,?,?,?,?,?,1,1
7824,?,?,?,?,?,?,?,?,?,?,1,0
7825,?,?,?,?,?,?,?,?,?,?,0,0
7826,?,?,?,?,?,?,?,?,?,?,0,0
7827,?,?,?,?,?,?,?,0,?,?,0,?
7828,?,?,?,?,?,?,0,1,?,?,?,?
7829,?,?,?,?,?,?,1,1,?,?,?,?
7830,?,?,?,?,?,?,1,1,?,?,?,?
7831,?,?,?,?,?,?,1,1,?,?,?,?
7832,?,?,?,?,?,?,1,?,?,?,?,1
7833,?,?,?,?,?,?,?,?,?,?,1,0
7834,?,?,?,?,?,?,?,?,?,?,0,0
7835,?,?,?,?,?,?,?,?,?,?,0,0
7836,?,?,?,?,?,?,?,?,?,?,0,1
7837,?,?,?,?,?,?,?,?,?,?,1,1
7838,?,?,?,?,?,?,?,?,?,?,1,0
7839,?,?,?,?,?,?,?,?,?,?,0,1
7840,?,?,?,?,?,?,?,?,?,?,1,0
7841,?,?,?,1,?,?,?,?,?,?,0,?
7842,?,?,1,0,?,?,?,?,?,?,?,?
7843,?,?,0,1,?,?,?,?,?,?,?,?
7844,?,?,1,1,?,?,?,?,?,?,?,?
7845,?,?,1,1,?,?,?,?,?,?,?,?
7846,?,?,1,1,?,?,?,?,?,?,?,?
7847,?,?,1,1,?,?,?,?,?,?,?,?
7848,?,?,1,1,?,?,?,?,?,?,?,?
7849,?,?,1,1,?,?,?,?,?,?,?,?
7850,?,?,1,1,?,?,?,?,?,?,?,?
7851,?,?,?,?,?,?,1,1,?,?,?,?
7852,?,?,?,?,?,?,1,0,?,?,?,?
7853,?,?,?,?,?,?,0,0,?,?,?,?
7854,?,?,?,?,?,?,0,1,?,?,?,?
7855,?,?,?,?,?,?,1,0,?,?,?,?
7856,?,?,?,?,?,?,0,1,?,?,?,?
7857,?,?,?,?,?,?,1,1,?,?,?,?
7858,?,?,?,?,?,?,1,1,?,?,?,?
7859,?,?,?,?,?,?,1,1,?,?,?,?
7860,?,?,?,1,?,?,1,?,?,?,?,?
7861,?,?,1,0,?,?,?,?,?,?,?,?
7862,?,?,0,1,?,?,?,?,?,?,?,?
7863,?,?,1,0,?,?,?,?,?,?,?,?
7864,?,?,0,0,?,?,?,?,?,?,?,?
7865,?,?,0,1,?,?,?,?,?,?,?,?
7866,?,?,1,0,?,?,?,?,?,?,?,?
7867,?,?,0,1,?,?,?,?,?,?,?,?
7868,?,?,1,1,?,?,?,?,?,?,?,?
7869,?,?,1,1,?,?,?,?,?,?,?,?
7870,?,?,1,0,?,?,?,?,?,?,?,?
7871,?,?,0,1,?,?,?,?,?,?,?,?
7872,?,?,1,0,?,?,?,?,?,?,?,?
7873,?,?,0,1,?,?,?,?,?,?,?,?
7874,?,?,1,0,?,?,?,?,?,?,?,?
7875,?,?,0,1,?,?,?,?,?,?,?,?
7876,?,?,1,0,?,?,?,?,?,?,?,?
7877,?,?,0,1,?,?,?,?,?,?,?,?
7878,?,?,1,1,?,?,?,?,?,?,?,?
7879,?,?,1,0,?,?,?,?,?,?,?,?
7880,?,?,?,?,?,?,1,1,?,?,?,?
7881,?,?,?,?,?,?,1,1,?,?,?,?
7882,?,?,?,?,?,?,1,0,?,?,?,?
7883,?,?,?,?,?,?,0,1,?,?,?,?
7884,?,?,?,?,?,?,1,?,?,?,?,1
7885,?,?,?,?,?,?,?,?,?,?,1,0
7886,?,?,?,?,?,?,?,?,?,?,0,0
7887,?,?,?,?,?,?,?,?,?,?,0,0
7888,?,?,?,?,?,?,?,?,?,?,0,0
7889,?,?,0,0,?,?,?,?,?,?,?,?
7890,?,?,0,1,?,?,?,?,?,?,?,?
7891,?,?,1,0,?,?,?,?,?,?,?,?
7892,?,?,0,0,?,?,?,?,?,?,?,?
7893,?,?,0,0,?,?,?,?,?,?,?,?
7894,?,?,0,0,?,?,?,?,?,?,?,?
7895,?,?,0,1,?,?,?,?,?,?,?,?
7896,?,?,1,0,?,?,?,?,?,?,?,?
7897,?,?,0,1,?,?,?,?,?,?,?,?
7898,?,?,1,0,?,?,?,?,?,?,?,?
7899,?,?,0,0,?,?,?,?,?,?,?,?
7900,?,?,0,1,?,?,?,?,?,?,?,?
7901,?,?,1,0,?,?,?,?,?,?,?,?
7902,?,?,0,0,?,?,?,?,?,?,?,?
7903,?,?,0,0,?,?,?,?,?,?,?,?
7904,?,?,0,0,?,?,?,?,?,?,?,?
7905,?,?,0,1,?,?,?,?,?,?,?,?
7906,?,?,1,0,?,?,?,?,?,?,?,?
7907,?,?,0,1,?,?,?,?,?,?,?,?
7908,?,?,?,?,?,?,?,?,?,?,1,0
7909,?,?,?,?,?,?,?,?,?,?,0,1
7910,?,?,?,?,?,?,?,?,?,?,1,0
7911,?,?,?,?,?,?,?,?,?,?,0,1
7912,?,?,1,0,?,?,?,?,?,?,?,?
7913,?,?,0,0,?,?,?,?,?,?,?,?
7914,?,?,0,0,?,?,?,?,?,?,?,?
7915,?,?,0,0,?,?,?,?,?,?,?,?
7916,?,?,0,?,?,?,?,?,?,?,?,1
7917,?,?,?,?,?,?,?,?,?,?,1,0
7918,?,?,?,?,?,?,?,?,?,?,0,0
7919,?,?,?,?,?,?,?,?,?,?,0,0
7920,?,?,?,?,?,?,?,?,?,?,0,0
7921,?,?,1,0,?,?,?,?,?,?,?,?
7922,?,?,0,1,?,?,?,?,?,?,?,?
7923,?,?,1,1,?,?,?,?,?,?,?,?
7924,?,?,1,1,?,?,?,?,?,?,?,?
7925,?,?,1,1,?,?,?,?,?,?,?,?
7926,?,?,1,1,?,?,?,?,?,?,?,?
7927,?,?,1,1,?,?,?,?,?,?,?,?
7928,?,?,1,1,?,?,?,?,?,?,?,?
7929,?,?,1,0,?,?,?,?,?,?,?,?
7930,?,?,?,?,?,?,1,1,?,?,?,?
7931,?,?,?,?,?,?,1,0,?,?,?,?
7932,?,?,?,?,?,?,0,0,?,?,?,?
7933,?,?,?,?,?,?,0,1,?,?,?,?
7934,?,?,?,?,?,?,1,?,?,?,?,0
7935,?,?,?,?,?,?,?,?,?,?,0,1
7936,?,?,?,?,?,?,?,?,?,?,1,0
7937,?,?,?,?,?,?,?,?,?,?,0,1
7938,?,?,?,?,?,?,?,?,?,?,1,0
7939,?,?,?,?,?,?,0,0,?,?,?,?
7940,?,?,?,?,?,?,0,0,?,?,?,?
7941,?,?,?,?,?,?,0,1,?,?,?,?
7942,?,?,?,?,?,?,1,1,?,?,?,?
7943,?,?,?,1,?,?,1,?,?,?,?,?
7944,?,?,1,0,?,?,?,?,?,?,?,?
7945,?,?,0,0,?,?,?,?,?,?,?,?
7946,?,?,0,0,?,?,?,?,?,?,?,?
7947,?,?,0,1,?,?,?,?,?,?,?,?
7948,?,?,?,?,?,?,0,0,?,?,?,?
7949,?,?,?,?,?,?,0,1,?,?,?,?
7950,?,?,?,?,?,?,1,0,?,?,?,?
7951,?,?,?,?,?,?,0,0,?,?,?,?
7952,?,?,1,0,?,?,?,?,?,?,?,?
7953,?,?,0,1,?,?,?,?,?,?,?,?
7954,?,?,1,0,?,?,?,?,?,?,?,?
7955,?,?,0,0,?,?,?,?,?,?,?,?
7956,?,?,0,?,?,?,?,0,?,?,?,?
7957,?,?,?,?,?,?,0,0,?,?,?,?
7958,?,?,?,?,?,?,0,1,?,?,?,?
7959,?,?,?,?,?,?,1,1,?,?,?,?
7960,?,?,?,?,?,?,1,1,?,?,?,?
7961,?,?,?,?,?,?,1,1,?,?,?,?
7962,?,?,?,?,?,?,1,1,?,?,?,?
7963,?,?,?,?,?,?,1,1,?,?,?,?
7964,?,?,?,?,?,?,1,1,?,?,?,?
7965,?,?,?,?,?,?,1,1,?,?,?,?
7966,?,?,?,?,?,?,1,1,?,?,?,?
7967,?,?,?,?,?,?,1,1,?,?,?,?
7968,?,?,?,?,?,?,1,1,?,?,?,?
7969,?,?,?,?,?,?,1,0,?,?,?,?
7970,?,?,?,?,?,?,0,?,?,?,?,0
7971,?,?,?,?,?,?,?,?,?,?,0,1
7972,?,?,?,?,?,?,?,?,?,?,1,1
7973,?,?,?,?,?,?,?,?,?,?,1,1
7974,?,?,?,?,?,?,?,?,?,?,1,0
7975,?,?,1,0,?,?,?,?,?,?,?,?
7976,?,?,0,1,?,?,?,?,?,?,?,?
7977,?,?,1,0,?,?,?,?,?,?,?,?
7978,?,?,0,1,?,?,?,?,?,?,?,?
7979,?,?,1,?,?,?,?,0,?,?,?,?
7980,?,?,?,?,?,?,0,0,?,?,?,?
7981,?,?,?,?,?,?,0,0,?,?,?,?
7982,?,?,?,?,?,?,0,0,?,?,?,?
7983,?,?,?,?,?,?,0,0,?,?,?,?
7984,?,?,?,?,?,?,0,1,?,?,?,?
7985,?,?,?,?,?,?,1,1,?,?,?,?
7986,?,?,?,?,?,?,1,0,?,?,?,?
7987,?,?,?,?,?,?,0,0,?,?,?,?
7988,?,?,?,?,?,?,0,0,?,?,?,?
7989,?,?,?,?,?,?,1,1,?,?,?,?
7990,?,?,?,?,?,?,1,1,?,?,?,?
7991,?,?,?,?,?,?,1,1,?,?,?,?
7992,?,?,?,?,?,?,1,1,?,?,?,?
7993,?,?,?,?,?,?,1,?,?,?,?,0
7994,?,?,?,?,?,?,?,?,?,?,0,0
7995,?,?,?,?,?,?,?,?,?,?,0,0
7996,?,?,?,?,?,?,?,?,?,?,0,0
7997,?,?,?,?,?,?,?,?,?,?,0,1
7998,?,?,?,?,?,?,1,0,?,?,?,?
7999,?,?,?,?,?,?,0,1,?,?,?,?
8000,?,?,?,?,?,?,1,0,?,?,?,?
8001,?,?,?,?,?,?,0,0,?,?,?,?
8002,?,?,?,?,?,?,0,?,?,?,?,1
8003,?,?,?,?,?,?,?,?,?,?,1,1
8004,?,?,?,?,?,?,?,?,?,?,1,0
8005,?,?,?,?,?,?,?,?,?,?,0,0
8006,?,?,?,?,?,?,?,?,?,?,0,0
8007,?,?,?,?,?,?,?,0,?,?,0,?
8008,?,?,?,?,?,?,0,0,?,?,?,?
8009,?,?,?,?,?,?,0,0,?,?,?,?
8010,?,?,?,?,?,?,0,1,?,?,?,?
8011,?,?,?,?,?,?,1,0,?,?,?,?
8012,?,?,?,0,?,?,0,?,?,?,?,?
8013,?,?,0,1,?,?,?,?,?,?,?,?
8014,?,?,1,1,?,?,?,?,?,?,?,?
8015,?,?,1,1,?,?,?,?,?,?,?,?
8016,?,?,1,1,?,?,?,?,?,?,?,?
8017,?,?,?,?,?,?,1,1,?,?,?,?
8018,?,?,?,?,?,?,1,1,?,?,?,?
8019,?,?,?,?,?,?,1,0,?,?,?,?
8020,?,?,?,?,?,?,0,1,?,?,?,?
8021,?,?,?,?,?,?,0,1,?,?,?,?
8022,?,?,?,?,?,?,1,0,?,?,?,?
8023,?,?,?,?,?,?,0,1,?,?,?,?
8024,?,?,?,?,?,?,1,1,?,?,?,?
8025,?,?,?,?,?,?,1,1,?,?,?,?
8026,?,?,?,?,?,?,1,0,?,?,?,?
8027,?,?,?,?,?,?,0,0,?,?,?,?
8028,?,?,?,?,?,?,0,1,?,?,?,?
8029,?,?,?,?,?,?,1,0,?,?,?,?
8030,?,?,?,1,?,?,0,?,?,?,?,?
8031,?,?,1,1,?,?,?,?,?,?,?,?
8032,?,?,1,1,?,?,?,?,?,?,?,?
8033,?,?,1,1,?,?,?,?,?,?,?,?
8034,?,?,1,1,?,?,?,?,?,?,?,?
8035,?,?,1,?,?,?,?,?,?,?,?,0
8036,?,?,?,?,?,?,?,?,?,?,0,1
8037,?,?,?,?,?,?,?,?,?,?,1,0
8038,?,?,?,?,?,?,?,?,?,?,0,1
8039,?,?,?,?,?,?,?,?,?,?,1,0
8040,?,?,?,?,?,?,?,?,?,?,0,1
8041,?,?,?,?,?,?,?,?,?,?,1,0
8042,?,?,?,?,?,?,?,?,?,?,0,1
8043,?,?,?,?,?,?,?,?,?,?,1,0
8044,?,?,?,?,?,?,?,1,?,?,0,?
8045,?,?,?,?,?,?,1,1,?,?,?,?
8046,?,?,?,?,?,?,1,1,?,?,?,?
8047,?,?,?,?,?,?,1,1,?,?,?,?
8048,?,?,?,?,?,?,1,0,?,?,?,?
8049,?,?,1,0,?,?,?,?,?,?,?,?
8050,?,?,0,1,?,?,?,?,?,?,?,?
8051,?,?,1,1,?,?,?,?,?,?,?,?
8052,?,?,1,0,?,?,?,?,?,?,?,?
8053,?,?,0,?,?,?,?,?,?,?,?,0
8054,?,?,?,?,?,?,?,?,?,?,0,0
8055,?,?,?,?,?,?,?,?,?,?,0,1
8056,?,?,?,?,?,?,?,?,?,?,1,1
8057,?,?,?,?,?,?,?,?,?,?,1,0
8058,?,?,?,?,?,?,0,1,?,?,?,?
8059,?,?,?,?,?,?,1,1,?,?,?,?
8060,?,?,?,?,?,?,1,0,?,?,?,?
8061,?,?,?,?,?,?,0,1,?,?,?,?
8062,?,?,?,?,?,?,1,?,?,?,?,0
8063,?,?,?,?,?,?,?,?,?,?,0,1
8064,?,?,?,?,?,?,?,?,?,?,1,1
8065,?,?,?,?,?,?,?,?,?,?,1,0
8066,?,?,?,?,?,?,?,?,?,?,0,0
8067,?,?,?,0,?,?,?,?,?,?,0,?
8068,?,?,0,0,?,?,?,?,?,?,?,?
8069,?,?,0,0,?,?,?,?,?,?,?,?
8070,?,?,0,1,?,?,?,?,?,?,?,?
8071,?,?,1,0,?,?,?,?,?,?,?,?
8072,?,?,0,?,?,?,?,?,?,?,?,0
8073,?,?,?,?,?,?,?,?,?,?,0,1
8074,?,?,?,?,?,?,?,?,?,?,1,1
8075,?,?,?,?,?,?,?,?,?,?,1,1
8076,?,?,?,?,?,?,?,?,?,?,1,0
8077,?,?,?,0,?,?,?,?,?,?,0,?
8078,?,?,0,0,?,?,?,?,?,?,?,?
8079,?,?,0,0,?,?,?,?,?,?,?,?
8080,?,?,0,1,?,?,?,?,?,?,?,?
8081,?,?,1,0,?,?,?,?,?,?,?,?
8082,?,?,0,?,?,?,?,1,?,?,?,?
8083,?,?,?,?,?,?,1,1,?,?,?,?
8084,?,?,?,?,?,?,1,1,?,?,?,?
8085,?,?,?,?,?,?,1,1,?,?,?,?
8086,?,?,?,?,?,?,1,1,?,?,?,?
8087,?,?,1,0,?,?,?,?,?,?,?,?
8088,?,?,0,0,?,?,?,?,?,?,?,?
8089,?,?,0,0,?,?,?,?,?,?,?,?
8090,?,?,0,1,?,?,?,?,?,?,?,?
8091,?,?,1,0,?,?,?,?,?,?,?,?
8092,?,?,0,0,?,?,?,?,?,?,?,?
8093,?,?,0,0,?,?,?,?,?,?,?,?
8094,?,?,0,0,?,?,?,?,?,?,?,?
8095,?,?,0,1,?,?,?,?,?,?,?,?
8096,?,?,1,?,?,?,?,1,?,?,?,?
8097,?,?,?,?,?,?,1,1,?,?,?,?
8098,?,?,?,?,?,?,1,0,?,?,?,?
8099,?,?,?,?,?,?,0,1,?,?,?,?
8100,?,?,?,?,?,?,1,0,?,?,?,?
8101,?,?,?,?,?,?,0,0,?,?,?,?
8102,?,?,?,?,?,?,0,1,?,?,?,?
8103,?,?,?,?,?,?,1,1,?,?,?,?
8104,?,?,?,?,?,?,1,0,?,?,?,?
8105,?,?,?,?,?,?,0,0,?,?,?,?
8106,?,?,?,?,?,?,0,?,?,?,?,1
8107,?,?,?,?,?,?,?,?,?,?,1,0
8108,?,?,?,?,?,?,?,?,?,?,0,0
8109,?,?,?,?,?,?,?,?,?,?,0,0
8110,?,?,?,?,?,?,?,?,?,?,0,0
8111,?,?,?,?,?,?,?,?,?,?,0,1
8112,?,?,?,?,?,?,?,?,?,?,1,1
8113,?,?,?,?,?,?,?,?,?,?,1,0
8114,?,?,?,?,?,?,?,?,?,?,0,1
8115,?,?,?,?,?,?,?,0,?,?,1,?
8116,?,?,?,?,?,?,0,1,?,?,?,?
8117,?,?,?,?,?,?,1,1,?,?,?,?
8118,?,?,?,?,?,?,1,0,?,?,?,?
8119,?,?,?,?,?,?,0,0,?,?,?,?
8120,?,?,0,0,?,?,?,?,?,?,?,?
8121,?,?,0,1,?,?,?,?,?,?,?,?
8122,?,?,1,1,?,?,?,?,?,?,?,?
8123,?,?,1,1,?,?,?,?,?,?,?,?
8124,?,?,1,1,?,?,?,?,?,?,?,?
8125,?,?,1,1,?,?,?,?,?,?,?,?
8126,?,?,1,0,?,?,?,?,?,?,?,?
8127,?,?,0,1,?,?,?,?,?,?,?,?
8128,?,?,1,0,?,?,?,?,?,?,?,?
8129,?,?,?,?,?,?,1,0,?,?,?,?
8130,?,?,?,?,?,?,0,1,?,?,?,?
8131,?,?,?,?,?,?,1,1,?,?,?,?
8132,?,?,?,?,?,?,1,0,?,?,?,?
8133,?,?,?,?,?,?,0,1,?,?,?,?
8134,?,?,?,?,?,?,1,0,?,?,?,?
8135,?,?,?,?,?,?,0,0,?,?,?,?
8136,?,?,?,?,?,?,0,0,?,?,?,?
8137,?,?,?,?,?,?,0,0,?,?,?,?
8138,?,?,?,?,?,?,0,1,?,?,?,?
8139,?,?,?,?,?,?,1,0,?,?,?,?
8140,?,?,?,?,?,?,0,0,?,?,?,?
8141,?,?,?,?,?,?,0,0,?,?,?,?
8142,?,?,?,0,?,?,0,?,?,?,?,?
8143,?,?,0,1,?,?,?,?,?,?,?,?
8144,?,?,1,0,?,?,?,?,?,?,?,?
8145,?,?,0,0,?,?,?,?,?,?,?,?
8146,?,?,0,1,?,?,?,?,?,?,?,?
8147,?,?,1,?,?,?,?,?,?,?,?,0
8148,?,?,?,?,?,?,?,?,?,?,0,1
8149,?,?,?,?,?,?,?,?,?,?,1,0
8150,?,?,?,?,?,?,?,?,?,?,0,1
8151,?,?,?,?,?,?,?,?,?,?,1,0
8152,?,?,?,?,?,?,?,1,?,?,0,?
8153,?,?,?,?,?,?,1,1,?,?,?,?
8154,?,?,?,?,?,?,1,0,?,?,?,?
8155,?,?,?,?,?,?,0,1,?,?,?,?
8156,?,?,?,?,?,?,1,0,?,?,?,?
8157,?,?,?,1,?,?,0,?,?,?,?,?
8158,?,?,1,1,?,?,?,?,?,?,?,?
8159,?,?,1,1,?,?,?,?,?,?,?,?
8160,?,?,1,0,?,?,?,?,?,?,?,?
8161,?,?,0,1,?,?,?,?,?,?,?,?
8162,?,?,?,?,?,?,?,?,?,?,0,0
8163,?,?,?,?,?,?,?,?,?,?,0,0
8164,?,?,?,?,?,?,?,?,?,?,0,0
8165,?,?,?,?,?,?,?,?,?,?,0,1
8166,?,?,1,1,?,?,?,?,?,?,?,?
8167,?,?,1,1,?,?,?,?,?,?,?,?
8168,?,?,1,0,?,?,?,?,?,?,?,?
8169,?,?,0,1,?,?,?,?,?,?,?,?
8170,?,?,1,?,?,?,?,?,?,?,?,1
8171,?,?,?,?,?,?,?,?,?,?,1,1
8172,?,?,?,?,?,?,?,?,?,?,1,1
8173,?,?,?,?,?,?,?,?,?,?,1,1
8174,?,?,?,?,?,?,?,?,?,?,1,1
8175,?,?,?,?,?,?,0,0,?,?,?,?
8176,?,?,?,?,?,?,0,0,?,?,?,?
8177,?,?,?,?,?,?,0,1,?,?,?,?
8178,?,?,?,?,?,?,1,0,?,?,?,?
8179,?,?,?,?,?,?,0,0,?,?,?,?
8180,?,?,?,?,?,?,0,1,?,?,?,?
8181,?,?,?,?,?,?,1,0,?,?,?,?
